card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
luke_marshall_083-Good-Seed-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Clay', 'Good Gold', 'Purple', 'White']",4,Good Seed (GoC),False,083-Good-Seed-R,Gospel of Christ,GE,,,Territory,,"Place in territory: Each upkeep, you may take a good Enhancement from Reserve. While an Evil Character is in battle, you may reserve this card to add your N.T. human Hero to battle.",Rare,Luke 8:8,Good,Rotation
luke_marshall_087-Spirit-as-a-Dove,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Clay'],1,Spirit as a Dove (GoC),False,087-Spirit-as-a-Dove,Gospel of Christ,GE,4,3,Territory,,"You may take a good N.T. card from Reserve (or deck if used by a meek Hero). If played in battle, good N.T. Enhancements cannot be negated.",Common,John 1:32,Good,Rotation
luke_marshall_090-The-Ascension,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Clay'],1,The Ascension (GoC),False,090-The-Ascension,Gospel of Christ,GE,0,3,Star,,STAR: Play a Lost Soul from a deck. GE: Interrupt the battle. You may play a clay Hero from Reserve. Hero may band to any number of N.T. Heroes. Cannot be negated if used by a meek Hero.,Common,Luke 24:51,Good,Rotation
luke_marshall_RoJ_AB_N89-Outsiders-1,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Black', 'Evil Gold']",2,Outsiders (Black/Gold) (RoJ AB),False,RoJ_AB_N89-Outsiders-1,Revelation of John (Alternate Border),Evil Character,X,X,,"Generic, Genderless, X = # of opponent's good brigades","You may draw X. If blocking and opponent has more cards in play than you (except Lost Souls), you may draw and/or underdeck up to X cards instead. Cannot be prevented by a good card.",Common,Revelation 22:15,Evil,Rotation
luke_marshall_206-Herod-the-Great-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Evil Gold'],1,Herod the Great (GoC),False,206-Herod-the-Great-R,Gospel of Christ,Evil Character,12,10,Warrior,"Edomite, Herod, Roman King","You may discard a random card from a Reserve. If you do not, you may play Herod’s Temple or a Herod from deck. You may choose a Hero to attack. Cannot be negated.",Rare,Matthew 2:7,Evil,Rotation
luke_marshall_207-Herod-Agrippa-I,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Evil Gold'],1,Herod Agrippa I (GoC),False,207-Herod-Agrippa-I,Gospel of Christ,Evil Character,11,9,Warrior,"Herod, King, Roman","Negate a card. While more than one Hero is in battle, protect this card from Heroes and opponents’ Dominants. Cannot be prevented.",Common,Acts 12:1,Evil,Rotation
luke_marshall_208-Herod-Archelaus-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Evil Gold'],1,Herod Archelaus (GoC),False,208-Herod-Archelaus-R,Gospel of Christ,Evil Character,9,10,"Warrior, Star","Herod, Roman King","STAR: Topdeck a Dominant from each hand. / EC: Protect this card from lone Heroes and opponents’ Dominants. If blocking, you may discard a good card from a Reserve. Cannot be prevented.",Rare,Matthew 2:22,Evil,Rotation
luke_marshall_107-Delivered,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Green', 'Teal', 'Evil Gold', 'Pale Green']",4,Delivered,False,107-Delivered,Prophecies of Christ,GE/EE,3/2,2/3,"Territory, Star",,STAR: Discard the top card of each opponent’s deck. GE/EE: Activate an Artifact from deck (or Reserve if you control an Egyptian).,Common,Isaiah 19:20,Neutral,Rotation
luke_marshall_150-Mary-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['White', 'Clay']",2,"Mary, Holy Virgin / Mary, Willing Servant (GoC)",False,150-Mary-R,Gospel of Christ,Hero,1(3),3(1),,"Jerusalem, Nativity, Prophet, (top) Unity: Heroes (Gospel)",TOP: You may negate and reserve an evil or neutral card in a territory. You may take a * card from Reserve. You may convert this card to meek. Cannot be negated. BOTTOM: Meek,Rare,Luke 1:38,Good,Rotation
luke_marshall_045-Zaccheus-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Good Gold', 'Crimson']",2,"Zaccheus, the Repentant / Zaccheus, Tax Collector (GoC)",False,045-Zaccheus-R,Gospel of Christ,Hero/Evil Character,5(4),6(5),Territory,"(Evil) Thief, X = # of your thieves","HERO: You may reserve an evil card in play or a set-aside area. If you do not, you may choose an Evil Character to block. EC: While another thief is in play, negate Enhancements in opponents' territories. If blocking, you may draw X.",Rare,Luke 19:2,Neutral,Rotation
luke_marshall_049-Judas-Iscariot,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Purple', 'Crimson']",2,"Judas Iscariot / Judas, the Betrayer (GoC)",False,049-Judas-Iscariot,Gospel of Christ,Hero/Evil Character,1(6),6(1),Territory,(Good) Disciple / (Evil) Thief,"HERO: If a player uses a draw ability, you may take an Artifact or Enhancement from their hand. If attacking, you may draw 2. EC: Restrict good Dominants. May band to a demon, or you may take an Artifact from a deck.",Common,"Luke 6:13,16",Neutral,Rotation
luke_marshall_089-Virgin-Birth,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Green', 'White']",2,Virgin Birth,False,089-Virgin-Birth,Prophecies of Christ,GE,,,Territory,,(Star) Look at the top 6 cards of deck: You may underdeck this card to take 1. (HE) Take a human Hero from Reserve (or deck if used by a female).,Common,Isaiah 7:14,Good,Rotation
luke_marshall_084-Untouchable,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Clay'],1,Untouchable (GoC),False,084-Untouchable,Gospel of Christ,GE,7,0,Star,,"STAR: If you control a meek Hero, draw 2. GE: Interrupt the battle. Protect Heroes in battle from harm. You may bounce a character. Cannot be negated by a Pharisee or Sadducee.",Common,John 8:59,Good,Rotation
luke_marshall_078-Love-One-Another,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Clay', 'Purple']",2,Love One Another (GoC),False,078-Love-One-Another,Gospel of Christ,GE,X,2,Star,X = # of your meek clay cards,STAR: Discard an evil card from a Reserve. GE: Select up to X evil cards. Convert the selected humans and bounce the rest. Regardless of protect abilities if used by a meek Hero.,Common,John 13:34,Good,Rotation
luke_marshall_225-Futile-Inquisition,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Evil Gold'],1,Futile Inquisition (GoC),False,225-Futile-Inquisition,Gospel of Christ,EE,0,6,Star,Gospel,"STAR: Discard a good card from a Reserve. / EE: If used by a N.T. character, end the battle in a stalemate.",Common,Luke 23:8-9,Evil,Rotation
luke_marshall_020-Peters-Curse,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Black', 'Crimson']",2,Peter's Curse (GoC),False,020-Peters-Curse,Gospel of Christ,Curse,3,3,,,EE: Reserve a Hero. Cannot be negated by a disciple. ART: Restrict good Dominants. Cannot be negated. Limit 3 rounds.,Common,Matthew 26:74,Evil,Rotation
luke_marshall_Abandonment_(EC),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Black', 'Evil Gold']",2,Abandonment (EC),False,Abandonment_(EC),Early Church,EE,1,1,,,Withdraw all Heroes in battle. Cannot be negated if more than one Hero is in battle.,Rare,Acts 27:2,Evil,Rotation
luke_marshall_Foreign-Wives,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Brown', 'Evil Gold', 'Crimson', 'Black', 'Gray', 'Orange', 'Pale Green']",7,Foreign Wives (2022 - Side Event),False,Foreign-Wives,Promo,Evil Character,6,6,,"Generic, Queen of Israel and Judah, Canaanite, Edomite, Egyptian, Moabite","Take Household Idols from discard pile. If opponent has drawn 5 or more cards this turn, protect this card from cards used by opponent. Cannot be negated.",Promo,I Kings 11:1,Evil,Rotation
luke_marshall_113-The-Amalekites-Slave,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Brown', 'Evil Gold']",2,The Amalekites' Slave (FoM),False,113-The-Amalekites-Slave,Fall of Man,Evil Character,4,4,,Egyptian,"If blocking, you may capture this card to opponent's Land of Bondage to add an evil human from deck to battle.",Legacy Rare,I Samuel 30:13,Evil,Rotation
luke_marshall_Falling_Away_(CoW),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Falling Away (CoW),False,Falling_Away_(CoW),Cloud of Witnesses,Dominant,,,,,"Underdeck an angel, or convert a human Hero to an Evil Character in any brigade until end of turn.",Rare,"Hebrews 6:4,6",Evil,Rotation
luke_marshall_18-The-Ends-of-the-Earth-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Good Gold', 'Red', 'Silver', 'Teal', 'White', 'Green', 'Purple', 'Blue', 'Clay']",9,The Ends of the Earth (RoJ),False,18-The-Ends-of-the-Earth-R,Revelation of John,Site,,,,,"Reveal the top 7 cards of a deck: Put a Lost Soul in play and add a revealed Bible icon card to its owner's hand. If a missionary is in battle, negate an evil or neutral card not in battle. Cannot be interrupted.",Rare,Acts 1:8,Neutral,Rotation
luke_marshall_019-Lost-Soul-Genesis-6_5,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Wicked"" [Genesis 6:5]",False,019-Lost-Soul-Genesis-6_5,Fall of Man,Lost Soul,,,,"[""Wicked""]",The special ability on the first evil Enhancement you play each battle is regardless of protect abilities.,Common,Genesis 6:5,Neutral,Rotation
luke_marshall_K7-Lost-Soul-Exodus-15_24,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Grumbled"" [Exodus 15:24 - K]",False,K7-Lost-Soul-Exodus-15_24,K Starter,Lost Soul,,,,"[""Grumbled""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,Exodus 15:24,Neutral,Rotation
luke_marshall_L7-Lost-Soul-ISamuel-25_7,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Shepherds"" [I Samuel 25:7 - L]",False,L7-Lost-Soul-ISamuel-25_7,L Starter,Lost Soul,,,,"[""Shepherds""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,I Samuel 25:7,Neutral,Rotation
luke_marshall_Angel_of_the_Lord_(I),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Angel of the Lord (I),False,Angel_of_the_Lord_(I),I,Dominant,,,,,Discard an Evil Character.,Deck,Acts 12:23,Good,Rotation
luke_marshall_121-The-Deceiver-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Orange'],1,The Deceiver (RoJ),False,121-The-Deceiver-R,Revelation of John,Evil Character,3,2,,Demon,You may exchange this card with a human Evil Character in deck or Reserve. Cannot be prevented.,Rare,II John 1:7,Evil,Rotation
luke_marshall_Lost-Soul-Lawless-Heb_12-8-P,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Lawless"" [Hebrews 12:8] [2021 - 1st Place]",False,Lost-Soul-Lawless-Heb_12-8-P,Promo,Lost Soul,,,,"[""Lawless""]","If you draw this card, you may reveal the top 6 cards of a deck: Put Lost Souls in play, and the deck's owner may add a revealed evil card to hand. Underdeck the rest.",Promo,Hebrews 12:8,Neutral,Rotation
luke_marshall_Lost-Soul-Prosperity-3rd,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,"Lost Soul ""Prosperity"" [Deuteronomy 30:15] [2024 - 3rd Place]",False,Lost-Soul-Prosperity-3rd,Promo,Lost Soul,,,,"[""Prosperity""]","If drawn, you may discard a card from hand to draw 2.",National,Deuteronomy 30:15,Neutral,Rotation
luke_marshall_CoW_AB_N77-Eternal-Inheritance-UR,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Clay'],1,Eternal Inheritance (CoW AB),True,CoW_AB_N77-Eternal-Inheritance-UR,Cloud of Witnesses (Alternate Border),GE,3,3,,,"If rescuing, a Covenant is active and your Hero is opposed, remove this from the game to rescue a Lost Soul. Battle continues as a battle challenge. Opponent may play an Enhancement.",Ultra Rare,Hebrews 9:15,Good,Rotation
luke_marshall_019-Send-the-Helper,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Clay'],1,Send the Helper (GoC),True,019-Send-the-Helper,Gospel of Christ,Covenant,6,1,,X = # of your meek clay Heroes,"GE: Banish up to X evil cards. ART: You may bounce a clay Hero in territory. If your meek clay Hero attacks, you may take a good card from Reserve.",Common,John 16:7,Good,Rotation
luke_marshall_156-Lost-Child-Found,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['White'],1,Lost Child Found (GoC),True,156-Lost-Child-Found,Gospel of Christ,GE,2,4,"Territory, Star","Gospel, Nativity","STAR: Play a Lost Soul from a deck. / GE: If used by a nativity Hero, interrupt the battle. Bounce up to 3 other cards (except Dominants).",Common,Luke 2:46,Good,Rotation
luke_marshall_210-Herods-Executioner,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,['Evil Gold'],1,Herod's Executioner (GoC),True,210-Herods-Executioner,Gospel of Christ,Evil Character,7,8,Warrior,"Generic, Gospel","If blocking, you may equip an evil gold weapon from Reserve or discard a good card from opponent’s Reserve. May band to a Herod to protect that Herod from opponents.",Common,Mark 6:27,Evil,Rotation
luke_marshall_LoC_218-Foreign-Horses-R,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Brown', 'Evil Gold', 'Pale Green']",3,Foreign Horses (LoC),True,LoC_218-Foreign-Horses-R,Lineage of Christ,EE,2,2,Weapon,,"Interrupt the battle. You may draw 2. If opponent used a draw or search ability this turn, you may play an evil Enhancement. Cannot be negated if a good warrior is in battle.",Rare,II Kings 18:23-24,Evil,Rotation
luke_marshall_115-Simon-the-Zealous,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Purple', 'Clay']",2,Simon the Zealous / Saint Simon (GoC),True,115-Simon-the-Zealous,Gospel of Christ,Hero,3(2),2(3),,"Disciple, Jerusalem, Missionary, Martyr","TOP: Negate Lost Souls. You may convert this card to meek or reveal a good Dominant from hand. If you do, you may choose an Evil Character to block. BOTTOM: Meek",Common,"Luke 6:13,15",Good,Rotation
luke_marshall_010-Stocks.jpg,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,[],0,Stocks (Roots),True,010-Stocks.jpg,Roots,Artifact,,,,,You may capture a character. Limit twice.,,Jeremiah 20:2,Neutral,Rotation
luke_marshall_064-The-Child-is-Born,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Silver', 'White']",2,The Child is Born (GoC),True,064-The-Child-is-Born,Gospel of Christ,GE,7,0,Star,"Gospel, Nativity",STAR: Topdeck a * card from Reserve. / GE: Interrupt the battle. You may take a nativity Hero from Reserve. Hero may band to any number of N.T. Heroes.,Common,Luke 2:7,Good,Rotation
luke_marshall_018-His-Sacrifice-UR+,nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Good Gold', 'Red', 'Silver', 'Teal', 'White', 'Green', 'Purple', 'Blue', 'Clay']",9,His Sacrifice (GoC UR+),True,018-His-Sacrifice-UR+,Gospel of Christ,Covenant,7,0,,Unity: Heroes (N.T.),"GE: Convert all evil humans in battle. Negate and banish all evil non-humans in battle. Cannot be interrupted by a demon. ART: You may negate and discard a Curse, an evil Enhancement or an evil Dominant.",Ultra Rare,Matthew 26:28,Good,Rotation
luke_marshall_You_Will_Remain_(CoW),nats2024_5th_luke_marshall.txt,5,luke_marshall,1,"['Clay', 'White']",2,You Will Remain,True,You_Will_Remain_(CoW),Cloud of Witnesses,Covenant,0,7,,Involves Music,"If opponent uses an evil 'end the battle' ability this turn, you may begin a new battle. If an opponent removes your last Hero from battle, you may remove this from the game to add your Hero to battle.",Rare,Hebrews 1:11-12  Psalm 102:26-27,Good,Rotation
card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
joe_andrighetti_019-Lost-Soul-Lost-Souls.jpg,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Lost Souls"" [Proverbs 2:16-17]",False,019-Lost-Soul-Lost-Souls.jpg,Roots,Lost Soul,,,,"[""Lost Souls""]","If an O.T. Lost Soul (except a token) is put in play, you may create a Lost Soul token in a Land of Bondage.",,Proverbs 2:16-17,Neutral,Rotation
joe_andrighetti_Lost_Soul_Luke_5_15_(Promo),nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Crowds"" [Luke 5:15] [2016 - Local]",False,Lost_Soul_Luke_5_15_(Promo),Promo,Lost Soul,,,,"[""Crowds""]","While you have drawn 4 or fewer cards this turn, protect your hand and deck from opponents' cards.",Promo,Luke 5:15,Neutral,Rotation
joe_andrighetti_22-Lost-Soul-Humble-R,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Humble"" [James 4:6 / Proverbs 3:34 - RoJ]",False,22-Lost-Soul-Humble-R,Revelation of John,Lost Soul,,,,"[""Humble""]","During battle, while opponent has more cards in hand than you, your cards cannot be prevented by opponents' cards.",Rare,James 4:6 (Proverbs 3:34),Neutral,Rotation
joe_andrighetti_L7-Lost-Soul-ISamuel-25_7,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Shepherds"" [I Samuel 25:7 - L]",False,L7-Lost-Soul-ISamuel-25_7,L Starter,Lost Soul,,,,"[""Shepherds""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,I Samuel 25:7,Neutral,Rotation
joe_andrighetti_K7-Lost-Soul-Exodus-15_24,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Grumbled"" [Exodus 15:24 - K]",False,K7-Lost-Soul-Exodus-15_24,K Starter,Lost Soul,,,,"[""Grumbled""]","If put in play, you may underdeck a card from hand to draw 1.",Starter,Exodus 15:24,Neutral,Rotation
joe_andrighetti_017-Lost-Soul-Hopper.jpg,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Lost Soul ""Hopper"" [II Chronicles 28:13 - RR]",False,017-Lost-Soul-Hopper.jpg,Roots,Lost Soul,,,,"[""Hopper""] Does not count as a Lost Soul for deck building rules","If drawn, give this card to an opponent’s territory.",,II Chronicles 28:13,Neutral,Rotation
joe_andrighetti_Glory-of-the-Lord-Winner.jpg,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,Glory of the Lord [2024 - Winner],False,Glory-of-the-Lord-Winner.jpg,Promo,Dominant,,,,,You may activate a Temple Artifact. Restrict players from playing Enhancements on characters (except lone priests) this turn.,Promo,II Chronicles 7:1,Good,Rotation
joe_andrighetti_LoC_002-Ride-Awesome-R,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,Ride on Victoriously / Awesome Things (LoC),False,LoC_002-Ride-Awesome-R,Lineage of Christ,Dominant,,,,Involves music,"RoV: If an Evil Character is blocking, add a meek Hero to battle. Limit once per game. AT: Play an Enhancement on your meek Hero in battle. Limit once per game.",Rare,Psalm 45:4,Good,Rotation
joe_andrighetti_Promo_Son-of-God-Christmas,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,[],0,"Son of God ""Manger"" (Promo)",False,Promo_Son-of-God-Christmas,Promo,Dominant,,,,,Negate and rescue a Lost Soul.,Seasonal,Luke 2:7,Good,Rotation
joe_andrighetti_18-The-Ends-of-the-Earth-R,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,"['Good Gold', 'Red', 'Silver', 'Teal', 'White', 'Green', 'Purple', 'Blue', 'Clay']",9,The Ends of the Earth (RoJ),False,18-The-Ends-of-the-Earth-R,Revelation of John,Site,,,,,"Reveal the top 7 cards of a deck: Put a Lost Soul in play and add a revealed Bible icon card to its owner's hand. If a missionary is in battle, negate an evil or neutral card not in battle. Cannot be interrupted.",Rare,Acts 1:8,Neutral,Rotation
joe_andrighetti_20-Patmos,nats2024_6th_joe_andrighetti.txt,6,joe_andrighetti,1,"['Green', 'Purple', 'Silver']",3,Patmos (RoJ),False,20-Patmos,Revelation of John,Site,,,,,"If you play this Site, you may search deck or discard pile for a Disciple or a Revelation angel.",Common,Revelation 1:9,Neutral,Rotation
